awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,opening_time,geo_coordinates,telephone,address,num_review
,らぁめん 満来,新宿西口駅 132m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,-,https://tabelog.com/tokyo/A1304/A130401/13000808/,予約不可,,,"35.69297053868674,139.69788088455104",03-3340-2727,東京都新宿区西新宿1-4-10 ,2720
,松戸富田麺絆,東京駅 248m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン)、餃子,,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,-,https://tabelog.com/tokyo/A1302/A130201/13232095/,予約不可,,,"35.679564338716695,139.7652705843684",03-6259-1133,東京都千代田区丸の内2-7-2 KITTE丸の内 B1F,2494
,おおぜき中華そば店,恵比寿駅 188m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.73,-,https://tabelog.com/tokyo/A1303/A130302/13147623/,予約不可,,,"35.647043138719134,139.70801198408006",03-3780-3116,東京都渋谷区恵比寿西1-9-4 小熊ビル 1Ｆ,2298
,麺や 庄の,市ケ谷駅 244m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,-,https://tabelog.com/tokyo/A1309/A130904/13126304/,予約不可,,,"35.69280363869876,139.73533388452313",03-3267-2955,東京都新宿区市谷田町1-3 クレセントビル 1Ｆ,1717
,利尻昆布ラーメン くろおび,虎ノ門駅 331m , ラーメン・つけ麺(ラーメン)、餃子,,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,-,https://tabelog.com/tokyo/A1308/A130802/13212916/,予約不可,,,"35.66773783872002,139.7521211842582",03-6435-6647,東京都港区西新橋1-20-11 安藤ビル 1F,1436
,粋な一生,秋葉原駅 469m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.73,水曜日,https://tabelog.com/tokyo/A1310/A131001/13021102/,予約不可,,,"35.70164183870634,139.77675978458333",03-3837-8117,東京都台東区台東1-27-2 竹善ビル　１Ｆ,1435
,らーめん 稲荷屋,稲荷町駅 181m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.73,祝日,https://tabelog.com/tokyo/A1311/A131101/13180646/,予約不可,,,"35.71081513870297,139.7844805846706",03-3841-9990,東京都台東区元浅草2-10-13 島田ビル 1F,1427
,牛骨らぁ麺マタドール,北千住駅 285m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,月曜日,https://tabelog.com/tokyo/A1324/A132402/13128987/,予約不可,,,"35.74674233868687,139.80550888501878",不明の為情報お待ちしております,東京都足立区千住東2-4-17 中村ビル１Ｆ,1294
,大塚屋,市ケ谷駅 496m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.73,月曜日,https://tabelog.com/tokyo/A1309/A130904/13000475/,予約不可,,,"35.69582955096529,139.7387078808159",不明の為情報お待ちしております,東京都新宿区市谷田町3-2 TOUビル 1F,1242
,中華そば いづる,大門駅 142m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,土曜日、日曜日,https://tabelog.com/tokyo/A1314/A131401/13204179/,予約不可,,,"35.65659233872745,139.75316318414488",非公開,東京都港区芝大門2-1-18 ,1194
,麺屋 彩音,五反田駅 204m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば)、日本酒バー,,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,日曜日,https://tabelog.com/tokyo/A1316/A131603/13250923/,予約不可,,,"35.626423618362296,139.7214900063343",不明の為情報お待ちしております,東京都品川区西五反田2-18-3 グレイス五反田 1F,1104
,えどもんど,西日暮里駅 226m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,-,https://tabelog.com/tokyo/A1311/A131105/13253804/,予約不可,,,"35.73372603868329,139.76833278491335",不明の為情報お待ちしております,東京都荒川区西日暮里5-31-9 ,844
,くじら食堂 nonowa 東小金井店,東小金井駅 48m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.73,-,https://tabelog.com/tokyo/A1325/A132501/13226407/,予約不可,,,"35.701594355362914,139.5242695911383",042-316-4700,東京都小金井市梶野町5-1-1 nonowa東小金井,841
,覆麺 智,神保町駅 142m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば),,-,-,3.73,-,https://tabelog.com/tokyo/A1310/A131003/13054078/,予約不可,,,"35.696426738703394,139.75710278454446",非公開,東京都千代田区神田神保町2-2-12 ,790
,ラーメン二郎 神田神保町店,神保町駅 239m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.73,日曜日、祝日,https://tabelog.com/tokyo/A1310/A131003/13216512/,予約不可,,,"35.69517123870538,139.7608162845292",不明の為情報お待ちしております,東京都千代田区神田神保町1-21-4 ,764
,麺屋 はやしまる,高円寺駅 286m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(汁なし担々麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,水曜日、木曜日,https://tabelog.com/tokyo/A1319/A131904/13006636/,予約不可,,,"35.70790813866193,139.64982648473563",03-3330-6877,東京都杉並区高円寺北2-22-11 1F,753
,支那そば大和 稲荷町店,稲荷町駅 141m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,月曜日,https://tabelog.com/tokyo/A1311/A131101/13206756/,予約不可,,,"35.71125933870259,139.78414208467535",03-6231-7026,東京都台東区東上野6-1-7 MSKビル 1F,743
,らあめん 元,蓮根駅 54m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,月曜日,https://tabelog.com/tokyo/A1322/A132205/13090786/,予約不可,,,"35.78428003862293,139.67964448548616",03-5392-9567,東京都板橋区坂下2-16-11 ,661
,ラーメン 三浦家,京成金町駅 90m , ラーメン・つけ麺(ラーメン),,-,-,3.73,日曜日,https://tabelog.com/tokyo/A1324/A132403/13261888/,予約不可,,,"35.768776138693845,139.87141178519514",03-5648-3040,東京都葛飾区金町6-5-1 ベルトーレ金町 1F,640
,東京味噌らーめん 鶉,武蔵境駅 397m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,日曜日,https://tabelog.com/tokyo/A1320/A132003/13177636/,予約不可,,,"35.70573887032872,139.5439130259561",0422-27-8383,東京都武蔵野市境2-3-19 ,621
,NIBOSHI MANIA,蒲田駅 251m , ラーメン・つけ麺(ラーメン),,-,-,3.73,月曜日,https://tabelog.com/tokyo/A1315/A131503/13276323/,予約不可,,,"35.56092673877575,139.71406148320594",不明の為情報お待ちしております,東京都大田区西蒲田8-2-1 西蒲田スカイハイツ108B,596
,Tombo,井の頭公園駅 579m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,金曜日,https://tabelog.com/tokyo/A1320/A132001/13212388/,予約不可,,,"35.698670338648576,139.58943918468464",0422-77-7590,東京都武蔵野市吉祥寺南町4-16-12 リトハイム 101,579
,麺屋 ルリカケス,木場駅 304m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,火曜日,https://tabelog.com/tokyo/A1313/A131303/13273342/,予約不可,,,"35.66968373873726,139.81012098423716",不明の為情報お待ちしております,東京都江東区東陽3-6-2 小鳥居ビル 1F,567
,麺処 一笑,南阿佐ケ谷駅 284m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.73,水曜日,https://tabelog.com/tokyo/A1319/A131905/13190790/,予約不可,,,"35.69856543866428,139.63853978464917",03-3311-8803,東京都杉並区阿佐谷南1-9-5 ,550
,麺家 龍,荻窪駅 347m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,月曜日,https://tabelog.com/tokyo/A1319/A131906/13278090/,予約不可,,,"35.70438243865589,139.62380128471827",不明の為情報お待ちしております,東京都杉並区荻窪4-32-8 パインマンション荻窪 1F,465
,ボニートスープヌードルライク,永福町駅 735m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,月曜日,https://tabelog.com/tokyo/A1318/A131805/13183147/,予約不可,,,"35.68247473867675,139.64560498448168",03-6379-1282,東京都杉並区大宮1-2-3 ,462
,中華そば 半ざわ,西巣鴨駅 126m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,木曜日,https://tabelog.com/tokyo/A1322/A132201/13246222/,予約不可,,,"35.74459043866382,139.72886248505074",03-6903-7236,東京都豊島区西巣鴨4-13-6 西巣鴨ビル 1F,448
,Dad's Ramen 夢にでてきた中華そば,自由が丘駅 346m , ラーメン・つけ麺(ラーメン),,-,-,3.73,土曜日、日曜日,https://tabelog.com/tokyo/A1317/A131703/13274077/,予約不可,,,"35.60918333872966,139.66557568372738",03-6685-8838,東京都目黒区自由が丘3-7-1 ,395
,覆めん 花木,東中野駅 364m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,月曜日,https://tabelog.com/tokyo/A1319/A131901/13252274/,予約不可,,,"35.70396863867491,139.6827024846728",不明の為情報お待ちしております,東京都中野区東中野1-31-8 井上ビル 1F,387
食べログ 中国料理 TOKYO 百名店 2024 選出店,中国意境菜 白燕,稲荷町駅 84m , 中華料理、ラーメン・つけ麺(ラーメン),中国・北京や香港で修業を積んだシェフが作る絶品中華料理,"￥10,000～￥14,999","￥10,000～￥14,999",3.73,,https://tabelog.com/tokyo/A1311/A131101/13238666/,予約可,,,"35.7106842387026,139.7830292846703",03-6284-4588,東京都台東区元浅草2-7-10 オルタンシアIV 2F,197
,そらのいろ ニッポン,東京駅 112m , ラーメン・つけ麺(ラーメン)、野菜料理,,～￥999,～￥999,3.72,-,https://tabelog.com/tokyo/A1302/A130201/13183558/,予約不可,,,"35.68022303871717,139.76802828437314",03-3211-7555,東京都千代田区丸の内1-9-1 東京駅一番街 B1F,2653
,カラシビ味噌らー麺 鬼金棒 神田本店,神田駅 203m , ラーメン・つけ麺(ラーメン)、丼,,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,-,https://tabelog.com/tokyo/A1310/A131002/13097205/,予約不可,,,"35.693698138710005,139.7724061845062",03-6206-0239,東京都千代田区鍛冶町2-10-9 ,1973
,タンメン トナリ 丸の内店,二重橋前駅 351m , ラーメン・つけ麺(ラーメン)、餃子,,-,-,3.72,-,https://tabelog.com/tokyo/A1302/A130201/13111899/,予約不可,,,"35.678441338717306,139.7649079843573",03-3240-6066,東京都千代田区丸の内2-7-3 東京ビルTOKIA B1F,1828
,ラーメン二郎 目黒店,目黒駅 785m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.72,-,https://tabelog.com/tokyo/A1316/A131601/13003449/,予約不可,,,"35.63421213872699,139.70709898395108",不明の為情報お待ちしております,東京都目黒区目黒3-7-2 ,1614
,駄目な隣人 人形町店,人形町駅 61m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば)、ラーメン・つけ麺(つけ麺),人形町駅スグ！◆素材からこだわる絶品のラーメンと土鍋ごはんを堪能♪テイクアウトもOK◎,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,-,https://tabelog.com/tokyo/A1302/A130204/13255889/,予約不可,,,"35.68627670199136,139.78180999443077",不明の為情報お待ちしております,東京都中央区日本橋人形町3–7-13 日本橋センチュリープラザ 1F,1491
,北大塚ラーメン,大塚駅前駅 151m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.72,日曜日、祝日,https://tabelog.com/tokyo/A1323/A132302/13113229/,予約不可,,,"35.73168573867267,139.73092938491897",不明の為情報お待ちしております,東京都豊島区北大塚1-14-1 ,1470
,千里眼,東北沢駅 516m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.72,水曜日,https://tabelog.com/tokyo/A1318/A131811/13099150/,予約不可,,,"35.66401203869895,139.67849158427214",03-3481-5773,東京都目黒区駒場4-6-8 佐藤ビル　1F　,1417
,日本橋 製麺庵 なな蓮,三越前駅 263m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,-,https://tabelog.com/tokyo/A1302/A130202/13162497/,予約不可,,,"35.68454813871693,139.7758782844113",03-3516-6288,東京都中央区日本橋室町1-8-7 東信室町ビル 1F,1373
,鏡花,立川南駅 205m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),私たちは、「正義」「愛情」「安心」を信条とし、真心をもって日々精進しています。,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,-,https://tabelog.com/tokyo/A1329/A132901/13005986/,予約不可,,,"35.696217138593084,139.41031928478543",042-525-3371,東京都立川市柴崎町2-12-20 ,1352
食べログ 中国料理 TOKYO 百名店 2024 選出店,赤坂 四川飯店,永田町駅 142m , 四川料理、ラーメン・つけ麺(担々麺)、中華料理,四川料理の総本山 代々受け継がれてきた本格四川料理をぜひご賞味下さいませ。,"￥10,000～￥14,999","￥10,000～￥14,999",3.72,月曜日,https://tabelog.com/tokyo/A1308/A130803/13000434/,予約可,,,"35.67984713870827,139.73932908438945",03-3263-9371,東京都千代田区平河町2-5-5 全国旅館会館ビル　５Ｆ・６Ｆ,1294
,麺屋 まほろ芭,蒲田駅 373m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,火曜日,https://tabelog.com/tokyo/A1315/A131503/13221764/,予約不可,,,"35.55964743877788,139.71820498319013",不明の為情報お待ちしております,東京都大田区蒲田5-34-4 ,1001
,はるちゃんラーメン,新橋駅 120m , ラーメン・つけ麺(ラーメン),,-,-,3.72,月曜日、日曜日,https://tabelog.com/tokyo/A1301/A130103/13262391/,予約不可,,,"35.666213138723364,139.7595375842376",03-6263-9636,東京都港区新橋2-20-15 新橋駅前ビル1号館 1F,952
,中華そば みたか,三鷹駅 196m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.72,月曜日,https://tabelog.com/tokyo/A1320/A132002/13109995/,予約不可,,,"35.70100323863811,139.56121628472798",0422-71-6787,東京都三鷹市下連雀3-27-9 ニューエミネンス B1F,898
,みんみんラーメン 本店,八王子市 , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,月曜日,https://tabelog.com/tokyo/A1329/A132904/13016383/,予約不可,,,"35.68052313857019,139.3070536846993",0426-24-2774,東京都八王子市楢原町437-1 ,854
,Ramen Afro Beats,新宿御苑前駅 158m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,-,https://tabelog.com/tokyo/A1304/A130402/13282860/,予約不可,,,"35.69001173869282,139.71108678451193",不明の為情報お待ちしております,東京都新宿区新宿1-16-10 ,837
,ラーメン二郎 桜台駅前店,桜台駅 58m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.72,火曜日,https://tabelog.com/tokyo/A1321/A132101/13038383/,予約不可,,,"35.738804538646086,139.66165508503943",非公開,東京都練馬区桜台1-5-1 ,711
,めだかタンタン,東中神駅 219m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(汁なし担々麺)、ラーメン・つけ麺(担々麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,水曜日,https://tabelog.com/tokyo/A1329/A132902/13172508/,予約不可,お席予約、お料理のご予約は承っておりません。ご来店頂いた順番に御案内致します。,,"35.70468513857909,139.38321688488995",042-519-6635,東京都昭島市玉川町3-17-17 ,691
,町田汁場 しおらーめん 進化 町田駅前店,町田駅 321m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,-,https://tabelog.com/tokyo/A1327/A132701/13245319/,予約不可,,,"35.54115053870383,139.44875148319218",042-851-8797,東京都町田市原町田4-6-15 1F,671
,生粋 花のれん,茗荷谷駅 378m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,月曜日,https://tabelog.com/tokyo/A1323/A132302/13184374/,予約不可,,,"35.719595738681406,139.7342495847945",03-5981-5592,東京都文京区大塚3-5-4 茗荷谷ハイツ 1Ｆ,652
,中華そば たた味,小伝馬町駅 140m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,日曜日,https://tabelog.com/tokyo/A1302/A130204/13257325/,予約不可,,,"35.69156983871367,139.77964138447962",03-6661-0559,東京都中央区日本橋小伝馬町15-20 ,635
,魂の中華そば,上板橋駅 113m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,月曜日,https://tabelog.com/tokyo/A1322/A132203/13190096/,予約不可,,,"35.76276463863531,139.67559008527166",03-6906-6082,東京都板橋区上板橋1-25-10 JTプラザ上板橋 1F,515
,麺屋 瑞風,田無駅 311m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.72,金曜日,https://tabelog.com/tokyo/A1328/A132801/13194366/,予約不可,,,"35.72956123861368,139.54147628503028",042-455-4125,東京都西東京市田無町3-11-13 ラ・メーサ田無 1F,466
,破壊的イノベーション,西早稲田駅 284m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば),,～￥999,～￥999,3.72,月曜日,https://tabelog.com/tokyo/A1305/A130503/13242520/,予約不可,,,"35.71064853867925,139.70964858472138",不明の為情報お待ちしております,東京都新宿区高田馬場1-3-10 曽根ビル 1F,460
,愚直,中板橋駅 484m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,木曜日,https://tabelog.com/tokyo/A1322/A132203/13043552/,予約不可,,,"35.75305523864633,139.69083318516292",不明の為情報お待ちしております,東京都板橋区大谷口北町12-7 セブンマンション　１Ｆ,440
,中華そば 麺壁九年,井荻駅 177m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,-,https://tabelog.com/tokyo/A1321/A132105/13245329/,予約不可,,,"35.72348733864065,139.6140449849181",不明の為情報お待ちしております,東京都杉並区上井草1-24-22 小山ビル 1F,440
,中華そば 一清,武蔵小金井駅 298m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,木曜日,https://tabelog.com/tokyo/A1325/A132501/13260333/,予約不可,,,"35.69843553862218,139.5060860847407",不明の為情報お待ちしております,東京都小金井市前原町3-40-23 ,383
,麺や 麟子鳳雛,上井草駅 177m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,-,https://tabelog.com/tokyo/A1321/A132105/13273311/,予約不可,,,"35.72483713863686,139.60481118493817",不明の為情報お待ちしております,東京都杉並区上井草2-36-10 ,283
,永楽,大井町駅 101m , ラーメン・つけ麺(ラーメン)、餃子、中華料理,,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,月曜日,https://tabelog.com/tokyo/A1315/A131501/13001868/,予約不可,,,"35.607520438753035,139.73564198366148",03-3471-8252,東京都品川区東大井5-3-2 ,1982
,麺や 佐市,錦糸町駅 160m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),【空席状況などのお問い合わせ電話はご遠慮ください】混雑時でも約10分前後でご入店出来ます。,～￥999,～￥999,3.71,-,https://tabelog.com/tokyo/A1312/A131201/13147184/,予約不可,,,"35.69752973872141,139.81581598451447",03-3622-0141,東京都墨田区錦糸4-6-9 小川ビル 1Ｆ,1929
,自家製麺 伊藤 銀座店,東銀座駅 226m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,-,https://tabelog.com/tokyo/A1301/A130101/13164387/,予約不可,,,"35.6692925387231,139.7648906842649",03-6274-6445,東京都中央区銀座6-12-2 東京銀座ビルディング B1F,1738
,王道家直系 IEKEI TOKYO,末広町駅 176m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば),,～￥999,～￥999,3.71,月曜日,https://tabelog.com/tokyo/A1311/A131101/13261243/,予約不可,,,"35.704366138703215,139.77236798461396",不明の為情報お待ちしております,東京都千代田区外神田5-2-7 外神田下村ビル 1F,1380
,皇綱家,池袋駅 215m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.71,-,https://tabelog.com/tokyo/A1305/A130501/13253828/,予約不可,,,"35.731250838666035,139.70925608492976",080-1245-5364,東京都豊島区西池袋1-18-1 五光ビル 1F,1326
,五ノ神水産,淡路町駅 188m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.71,日曜日,https://tabelog.com/tokyo/A1310/A131002/13163444/,予約不可,,,"35.69382283870877,139.76876798450996",03-6206-8814,東京都千代田区神田多町2-9-6 田中ビル別館 1F,1174
,中華そば 共楽,銀座一丁目駅 254m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,水曜日、日曜日、祝日,https://tabelog.com/tokyo/A1301/A130101/13002327/,予約不可,,,"35.6721067699243,139.76818513608416",03-3541-7686,東京都中央区銀座2-10-12 ,1157
,本枯中華そば 魚雷,春日駅 200m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.71,水曜日,https://tabelog.com/tokyo/A1310/A131004/13103739/,予約不可,,,"35.710656528292844,139.75186943842218",03-5842-9833,東京都文京区小石川1-8-6 アルシオン文京小石川102,1101
,神保町 可以,神保町駅 119m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.71,-,https://tabelog.com/tokyo/A1310/A131003/13105204/,予約不可,,,"35.69636413870353,139.75740138454364",03-5215-5623,東京都千代田区神田神保町2-2-12 サンエスビル １Ｆ,1085
,宍道湖しじみ中華蕎麦 琥珀 池袋店,池袋駅 424m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,-,https://tabelog.com/tokyo/A1305/A130501/13283190/,予約不可,,,"35.73370053866517,139.711381784953",不明の為情報お待ちしております,東京都豊島区池袋2-48-7 アパホテル 池袋駅北口 1F,1039
,ラーメン二郎 品川店,北品川駅 386m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.71,日曜日、祝日,https://tabelog.com/tokyo/A1314/A131405/13007375/,予約不可,,,"35.62397653874493,139.7430506838225",03-3474-4026,東京都品川区北品川1-18-5 サンサーラ品川,1037
,麺家 たいせい,中野坂上駅 54m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.71,-,https://tabelog.com/tokyo/A1319/A131903/13282456/,予約不可,,,"35.69723953867904,139.68225388460516",03-3227-6062,東京都中野区中央2-2-1 ベル中野坂上,917
,麺 酒 やまの,練馬駅 223m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(台湾まぜそば),,～￥999,～￥999,3.71,-,https://tabelog.com/tokyo/A1321/A132102/13154616/,予約不可,,,"35.73591323864555,139.65421178501546",03-3557-7099,東京都練馬区豊玉北5-23-11 豊玉ビル B1F,915
,中華蕎麦 無冠,五反田駅 173m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,-,https://tabelog.com/tokyo/A1316/A131603/13279264/,予約不可,2023年3月30日から、完全予約制廃止。普通に入れるようになりました。,,"35.6268800387364,139.72204598386654",不明の為情報お待ちしております,東京都品川区西五反田2-6-1 石塚ビル 1F,894
,麺 やまらぁ,人形町駅 238m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、居酒屋,,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,-,https://tabelog.com/tokyo/A1302/A130204/13104793/,予約可,,,"35.6868875387183,139.7848983844286",03-3668-0755,東京都中央区日本橋人形町2-29-3 ,865
,麺恋処 いそじ,南新宿駅 294m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,日曜日、祝日,https://tabelog.com/tokyo/A1304/A130403/13041621/,予約不可,,,"35.68126663869495,139.7003576844311",03-3378-6555,東京都渋谷区代々木1-14-5 ,796
,小麦と肉 桃の木,新宿御苑前駅 231m , ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.71,日曜日,https://tabelog.com/tokyo/A1304/A130402/13098255/,予約不可,,,"35.690520138692705,139.7117469845166",03-3341-0366,東京都新宿区新宿1-32-4 エヌエスビル 1F ,747
,博多ラーメン でぶちゃん 高田馬場本店,高田馬場駅 333m , ラーメン・つけ麺(ラーメン)、居酒屋、餃子,,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,-,https://tabelog.com/tokyo/A1305/A130503/13222288/,予約可,※予約有料 390円／一人,,"35.712515138677375,139.70746198474177",不明の為情報お待ちしております,東京都新宿区高田馬場2-13-6 ,738
,九段下 中路,九段下駅 153m , ラーメン・つけ麺(ラーメン),"【限定】『濃厚牡蠣のまぜそば』\1,300★11月25日 月曜日から",～￥999,～￥999,3.71,-,https://tabelog.com/tokyo/A1309/A130906/13270872/,予約不可,,,"35.696833838701394,139.7516350845524",03-6256-9191,東京都千代田区九段北1-7-3 ,709
,こいけのいえけい,巣鴨駅 360m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.71,-,https://tabelog.com/tokyo/A1323/A132301/13277318/,予約不可,,,"35.7302697386763,139.73948618489865",不明の為情報お待ちしております,東京都文京区千石4-25-6 夏野マンション102,690
,ハちゃんラーメン,大門駅 270m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,日曜日,https://tabelog.com/tokyo/A1314/A131401/13283638/,予約不可,,,"35.65813943872774,139.75717408415767",070-3337-6886,東京都港区浜松町1-15-9 コンシェリア浜松町 1F,674
,井田商店,荏原中延駅 123m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,月曜日,https://tabelog.com/tokyo/A1317/A131712/13091706/,予約不可,,,"35.60927183874399,139.71076628369659",非公開,東京都品川区中延2-16-8 ,644
,ラーメン二郎 千住大橋駅前店,千住大橋駅 24m , ラーメン・つけ麺(ラーメン),,-,-,3.71,木曜日、土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1324/A132402/13090912/,予約不可,,,"35.742554638686826,139.7970658849824",非公開,東京都足立区千住橋戸町10-8 ,559
,中華そば 葉山,牛込柳町駅 157m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,水曜日、木曜日、金曜日,https://tabelog.com/tokyo/A1309/A130903/13174173/,予約不可,,,"35.69810741138191,139.72558192160417",不明の為情報お待ちしております,東京都新宿区市谷薬王寺町1 ,534
